slug,english,arabic,urdu,gender,qfacts_gender,person_ld_gender,namecard_gender,faq_gender_answer,origin,letters,letter_breakdown,meaning_dict,meaning_root,meaning_iuh,mean_dict_marker_placeholder,mean_root_marker_placeholder,mean_iuh_marker_placeholder,bearers_count_json,is_widely_attested_negative,word_count_prose,prose_male_pronouns,prose_female_pronouns,is_duplicate_of,slug_spelling_ok,arabic_ok,urdu_ok,gender_verified,gender_review_needed,content_thin,content_review_needed,famous_bearers_count,bearers_count_visible
vedat,Vedat,وداد,وداد,Male,Male,Male,Male,Vedat is a boy name in Islam. Widad.,Arabic,4,Waw · Dal · Alif · Dal,Widad.,,,0,1,1,0,1,1122,0,0,,1,1,1,1,0,1,1,0,0
veli,Veli,ولي,ولی,Male,Male,Male,Male,"Veli is traditionally a Muslim boy name. Guardian, protector — Turkish form of Wali, the beloved friend of God.",Turkish,3,Waw · Lam · Ya,"Guardian, protector.",,,0,1,1,0,1,821,0,0,,1,1,1,1,0,1,1,0,0
venus,Venus,فينوس,وینس,Female,Female,Female,Female,Venus is a girl name in Islam. Beauty planet — convert bridge name.,Arabic,5,Fa · Ya · Nun · Waw · Sin,Beauty planet — convert bridge name,,,0,1,1,0,1,1078,0,2,,1,1,1,1,0,1,1,0,0
vera,Vera,فيرا,فیرا,Female,Female,Female,Female,Vera is a girl name in Islam. Vera — Faith/true — European convert bridge. This name carries deep roots in Isl.,Arabic,4,Fa · Ya · Ra · Alif,Vera — Faith/true — European convert bridge,,,0,1,1,0,1,1072,0,1,,1,1,1,1,0,1,1,0,0
veysel,Veysel,ويسل,ویسل,Male,Male,Male,Male,Veysel is a boy name in Islam. Wasl/Wissam — Turkish phonetic name.,Arabic,4,Waw · Ya · Sin · Lam,Wasl/Wissam — Turkish phonetic name,,,0,1,1,0,1,1121,3,0,,1,1,1,1,0,1,1,0,0
victor,Victor,فيكتور,فیکتور,Male,Male,Male,Male,Victor is a boy name in Islam. Victor — Victor — Western Muslim convert. This name carries deep roots in Islami.,Arabic,6,Fa · Ya · Kaf · Ta · Waw · Ra,Victor — Victor — Western Muslim convert,,,0,1,1,0,1,1084,0,1,,1,1,1,1,0,1,1,0,0
vika,Vika,فيكا,ویکا,Female,Female,Female,Female,Vika is a girl name in Islam. Victory — Slavic convert bridge.,Arabic,4,Fa · Ya · Kaf · Alif,Victory — Slavic convert bridge,,,0,1,1,0,1,1050,0,0,,1,1,1,1,0,1,1,0,0
vikram,Vikram,ويكرام,ویکرام,Male,Male,Male,Male,Vikram is a boy name in Islam. Vikram.,Arabic,6,Waw · Ya · Kaf · Ra · Alif · Meem,"Vikram — Muslim name in South Asia, V gap fix",,,0,1,1,0,1,1122,2,0,,1,1,1,1,0,1,1,0,0
vildan,Vildan,وِلدان,وِلدان,Female,Female,Female,Female,Vildan is a girl name in Islam. Vildan — Young servants — Turkish girls. This name carries deep roots in Islamic.,Arabic,5,Waw · Lam · Dal · Alif · Nun,Vildan — Young servants — Turkish girls,,,0,1,1,0,1,1066,0,0,,1,1,1,1,0,1,1,0,0
vince,Vince,فينس,فینس,Male,Male,Male,Male,Vince is a boy name in Islam. Vince — Conquering — Western convert boys. This name carries deep roots in Islam.,Arabic,4,Fa · Ya · Nun · Sin,Vince — Conquering — Western convert boys,,,0,1,1,0,1,1060,0,0,,1,1,1,1,0,1,1,0,0
vincent,Vincent,فنسان,فنسان,Male,Male,Male,Male,Vincent is a boy name in Islam. Conquering — French Muslim convert.,Arabic,5,Fa · Nun · Sin · Alif · Nun,Conquering — French Muslim convert,,,0,1,1,0,1,1056,1,0,,1,1,1,1,0,1,1,0,0
violet,Violet,بنفسجة,وائلٹ,Female,Female,Female,Female,Violet is a girl name in Islam. Violet flower.,Arabic,6,Ba · Nun · Fa · Sin · Jeem · Ta,Violet flower — Western Muslim convert,,,0,1,1,0,1,1086,0,0,,1,1,1,1,0,1,1,0,0
volga,Volga,فولكا,وولگا,Female,Female,Female,Female,Volga is a girl name in Islam. Volga River.,Arabic,5,Fa · Waw · Lam · Kaf · Alif,Volga River — Russian Muslim girls name,,,0,1,1,0,1,1070,0,1,,1,1,1,1,0,1,1,0,0
volkan,Volkan,بركان,ولکان,Male,Male,Male,Male,Volkan is a boy name in Islam. Volcano — Turkish boys name.,Turkish,5,Ba · Ra · Kaf · Alif · Nun,Volcano — Turkish boys name,,,0,1,1,0,1,1114,0,0,,1,1,1,1,0,1,1,0,0
wadha,Wadha,وضحاء,وضحاء,Female,Female,Female,Female,"Wadha is a girl name in Islam. White, bright — from root w-dh-h (wudha — to be bright white.",Arabic,5,Waw · Dad · Ha · Alif · Hamza,"White, bright — from root w-dh-h (wudha — to be bright white",,,0,1,1,0,1,1065,0,1,,1,1,1,1,0,1,1,0,0
wadud,Wadud,ودود,ودود,Male,Male,Male,Male,Wadud is a boy name in Islam. Al-Wadud.,Arabic,4,Waw · Dal · Waw · Dal,"Al-Wadud — the Loving, divine name",,,0,1,1,0,1,1230,6,0,,1,1,1,1,0,1,1,0,0
wael,Wael,وائل,وائل,Male,Male,Male,Male,Wael is a boy name in Islam. Refuge-seeker — top Arab boys name.,Arabic,4,Waw · Alif · Ya · Lam,Refuge-seeker — top Arab boys name,,,0,1,1,0,1,1049,1,0,,1,1,1,1,0,1,1,0,0
wafa,Wafa,وفاء,وفا,Female,Female,Female,Female,,Arabic,4,Waw · Fa · Alif · Hamza,"Faithfulness, loyalty, keeping a promise.","و-ف-ي — From w-f-y, to fulfill — same root as wafāʾ (loyalty).","Waw connection, Fa opening, Alif origin.",0,0,0,0,1,828,0,7,,1,1,1,1,0,0,1,0,0
wafae,Wafae,وفاء,وفا,Female,Female,Female,Female,Wafae is a girl name in Islam. Loyalty — Moroccan spelling variant.,Arabic,4,Waw · Fa · Alif · Hamza,Loyalty — Moroccan spelling variant,,,0,1,1,0,1,1066,2,2,,1,1,1,1,0,1,1,0,0
wafik,Wafik,وفيق,وفیق,Male,Male,Male,Male,Wafik is a boy name in Islam. Wafik — Harmonious — top Arab boys name. This name carries deep roots in Islamic.,Arabic,4,Waw · Fa · Ya · Qaf,Wafik — Harmonious — top Arab boys name,,,0,1,1,0,1,1084,0,2,,1,1,1,1,0,1,1,0,0
wahb,Wahb,وهب,وہب,Male,Male,Male,Male,Wahb is a boy name in Islam. Wahb — Gift — companion Wahb ibn Munabbih. This name carries deep roots in Islam.,Arabic,3,Waw · Ha · Ba,Wahb — Gift — companion Wahb ibn Munabbih,,,0,1,1,0,1,1053,0,2,,1,1,1,1,0,1,1,0,0
waheed,Waheed,وحید,وحید,Male,Male,Male,Male,"Waheed is a boy name in Islam. Unique — from Al-Wahid divine name, top Pakistani/UK.",Arabic,4,Waw · Ha · Ya · Dal,"Unique — from Al-Wahid divine name, top Pakistani/UK",,,0,1,1,0,1,756,0,0,,1,1,1,1,0,1,1,0,0
wahid,Wahid,واحد,واحد,Male,Male,Male,Male,Wahid is a boy name in Islam. Al-Wahid.,Arabic,4,Waw · Alif · Ha · Dal,"One, unique — al-Wāḥid is one of God's names.","و-ح-د — From w-ḥ-d, oneness; same root as tawḥīd (the unity of God).","Waw connection, Alif origin, Ḥa breath, Ya reaching, Dal return.",0,0,0,0,1,1280,2,0,,1,1,1,1,0,0,1,0,0
wajd,Wajd,وجد,وجد,Female,Female,Female,Female,"Wajd is a girl name in Islam. Ecstasy, finding — from root w-j-d (wajada — to find). In Su.",Arabic,3,Waw · Jeem · Dal,"Ecstasy, finding — from root w-j-d (wajada — to find). In Su",,,0,1,1,0,1,1066,0,2,,1,1,1,1,0,1,1,0,0
wajda,Wajda,وجدة,وجدہ,Female,Female,Female,Female,Wajda is a girl name in Islam. Wajda — Finder — Quranic girls name. This name carries deep roots in Islamic nam.,Arabic,4,Waw · Jeem · Dal · Ta,Wajda — Finder — Quranic girls name,,,0,1,1,0,1,1081,0,1,,1,1,1,1,0,1,1,0,0
wajdi,Wajdi,وجدي,وجدی,Male,Male,Male,Male,Wajdi is a boy name in Islam. Ecstatic love — Sufi boys name.,Arabic,4,Waw · Jeem · Dal · Ya,Ecstatic love — Sufi boys name,,,0,1,1,0,1,1137,0,0,,1,1,1,1,0,1,1,0,0
walaa,Walaa,ولاء,ولاء,Female,Female,Female,Female,"Walaa is a girl name in Islam. Loyalty, allegiance — top Arab girls name.",Arabic,4,Waw · Lam · Alif · Hamza,"Loyalty, allegiance — top Arab girls name",,,0,1,1,0,1,1192,2,0,,1,1,1,1,0,1,1,0,0
waleed,Waleed,وليد,ولید,Male,Male,Male,Male,Waleed is a boy name in Islam. Newborn — South Asian doubled-e spelling.,Arabic,4,Waw · Lam · Ya · Dal,Newborn — South Asian doubled-e spelling,,,0,1,1,0,1,1253,1,0,,1,1,1,1,0,1,1,0,0
walid,Walid,وليد,ولید,Male,Male,Male,Male,Walid is a boy name in Islam. The newborn.,Arabic,4,Waw · Lam · Ya · Dal,"Newborn, one who has been born.",و-ل-د — From w-l-d,"Waw connection, Lam authority, Ya reaching, Dal return.",0,0,0,0,1,1265,2,0,,1,1,1,1,0,0,1,0,0
wamda,Wamda,ومضة,ومضہ,Female,Female,Female,Female,Wamda is a girl name in Islam. Wamda — Spark/flash — top Gulf girls name. This name carries deep roots in Islam.,Arabic,4,Waw · Meem · Dad · Ta,Wamda — Spark/flash — top Gulf girls name,,,0,1,1,0,1,1091,0,1,,1,1,1,1,0,1,1,0,0
wania,Wania,وانية,وانیہ,Female,Female,Female,Female,Wania is a girl name in Islam. God's gracious gift.,Arabic,5,Waw · Alif · Nun · Ya · Ta,God's gracious gift.,,,0,1,1,0,1,685,0,1,,1,1,1,1,0,1,1,0,0
waniya,Waniya,وانية,وانیہ,Female,Female,Female,Female,"Waniya is a girl name in Islam. God's gift, gracious — the woman who arrives as divine grace itself.",Arabic,5,Waw · Alif · Nun · Ya · Ta,"God's gift, gracious — the woman who arrives as divine grace itself",,,0,1,1,0,1,827,0,3,,1,1,1,1,0,1,1,0,0
waqar,Waqar,وقار,وقار,Male,Male,Male,Male,Waqar is a boy name in Islam. Dignity — the dignity that needs no announcement.,Arabic,4,Waw · Qaf · Alif · Ra,Dignity — the dignity that needs no announcement,,,0,1,1,0,1,1276,1,0,,1,1,1,1,0,1,1,0,0
waqas,Waqas,وقاص,وقاص,Male,Male,Male,Male,"Waqas is a boy name in Islam. Sharp, decisive — top 10 Pakistani Muslim boy name.",Arabic,4,Waw · Qaf · Alif · Sad,"Sharp, decisive — top 10 Pakistani Muslim boy name",,,0,1,1,0,1,748,5,0,,1,1,1,1,0,1,1,0,0
waqiah,Waqiah,واقعة,واقعہ,Female,Female,Female,Female,"Waqiah is a girl name in Islam. The Event — Surah 56, the resurrection and three groups on Judgement Day.",Arabic,5,Waw · Alif · Qaf · Ain · Ta,"The Event — Surah 56, the resurrection and three groups on Judgement Day",,,0,1,1,0,1,710,0,2,,1,1,1,1,0,1,1,0,0
ward,Ward,ورد,ورد,Female,Female,Female,Female,Ward is a girl name in Islam. Rose — 3-letter form. 'Like carded wool (kal-ihni al-manfush.,Arabic,3,Waw · Ra · Dal,Rose — 3-letter form. 'Like carded wool (kal-ihni al-manfush,,,0,1,1,0,1,1032,0,0,,1,1,1,1,0,1,1,0,0
warda,Warda,وردة,وردہ,Female,Female,Female,Female,Warda is a girl name in Islam. Rose — North African girls name.,Arabic,4,Waw · Ra · Dal · Ta,Rose — the flower.,و-ر-د — From w-r-d,"Waw connection, Ra mercy, Dal return, Ta manifestation.",0,0,0,1,0,1161,0,1,,1,1,1,1,0,0,0,1,1
wardah,Wardah,وردة,وردہ,Female,Female,Female,Female,Wardah is a girl name in Islam. Rose — directly Quranic 55:37.,Arabic,4,Waw · Ra · Dal · Ta,Rose — directly Quranic 55:37,,,0,1,1,0,1,1169,0,0,,1,1,1,1,0,1,1,0,0
wardeh,Wardeh,وردة,وردہ,Female,Female,Female,Female,"Wardeh is a girl name in Islam. Rose — Levantine spelling. Wardeh is how Lebanese, Syrian, a.",Arabic,4,Waw · Ra · Dal · Ta,"Rose — Levantine spelling. Wardeh is how Lebanese, Syrian",,,0,1,1,0,1,1189,0,1,,1,1,1,1,0,1,1,0,0
waris,Waris,وارث,وارث,Male,Male,Male,Male,"Waris is a boy name in Islam. Al-Warith — inheritor, divine name.",Arabic,4,Waw · Alif · Ra · Tha,"Al-Warith — inheritor, divine name",,,0,1,1,0,1,1266,5,0,,1,1,1,1,0,1,1,0,0
waseem,Waseem,وسيم,وسیم,Male,Male,Male,Male,Waseem is a boy name in Islam. Handsome — South Asian spelling.,Arabic,4,Waw · Sin · Ya · Meem,Handsome — South Asian spelling,,,0,1,1,0,1,1271,3,0,,1,1,1,1,0,1,1,0,0
wasif,Wasif,واصف,واصف,Male,Male,Male,Male,Wasif is a boy name in Islam. Wasif — Describing/eloquent — Arab boys. This name carries deep roots in Islamic.,Arabic,4,Waw · Alif · Sad · Fa,Wasif — Describing/eloquent — Arab boys,,,0,1,1,0,1,1060,0,0,,1,1,1,1,0,1,1,0,0
wasila,Wasila,وسيلة,وسیلہ,Female,Female,Female,Female,Wasila is a girl name in Islam. Means of approach — from root w-s-l (wasila — means of appro.,Arabic,5,Waw · Sin · Ya · Lam · Ta,Means of approach — from root w-s-l (wasila — means of appro,,,0,1,1,0,1,1106,1,1,,1,1,1,1,0,1,1,0,0
wassim,Wassim,وسيم,وسیم,Male,Male,Male,Male,Wassim is a boy name in Islam. Handsome — North African and French Muslim boys name.,Arabic,4,Waw · Sin · Ya · Meem,Handsome — North African and French Muslim boys name,,,0,1,1,0,1,1221,2,0,,1,1,1,1,0,1,1,0,0
wassime,Wassime,وسيم,وسیم,Male,Male,Male,Male,Wassime is a boy name in Islam. Handsome — Tunisian spelling variant.,Arabic,4,Waw · Sin · Ya · Meem,Handsome — Tunisian spelling variant,,,0,1,1,0,1,1174,1,0,,1,1,1,1,0,1,1,0,0
watfa,Watfa,وطفاء,وطفاء,Female,Female,Female,Female,Watfa is a girl name in Islam. Watfa — Affectionate — Arab girls name. This name carries deep roots in Islamic .,Arabic,5,Waw · Ta · Fa · Alif · Hamza,Watfa — Affectionate — Arab girls name,,,0,1,1,0,1,1068,0,1,,1,1,1,1,0,1,1,0,0
wedad,Wedad,وداد,وداد,Female,Female,Female,Female,Wedad is a girl name in Islam. Love.,Arabic,4,Waw · Dal · Alif · Dal,Love.,,,0,1,1,0,1,1068,0,1,,1,1,1,1,0,1,1,0,0
wejdan,Wejdan,وجدان,وجدان,Female,Female,Female,Female,Wejdan is a girl name in Islam. Wejdan — Conscience/feeling — Gulf girls. This name carries deep roots in Islami.,Arabic,5,Waw · Jeem · Dal · Alif · Nun,Wejdan — Conscience/feeling — Gulf girls,,,0,1,1,0,1,1047,0,0,,1,1,1,1,0,1,1,0,0
wessal,Wessal,وصال,وصال,Female,Female,Female,Female,Wessal is a girl name in Islam. Wessal — Union.,Arabic,4,Waw · Sad · Alif · Lam,Wessal.,,,0,1,1,0,1,1116,0,0,,1,1,1,1,0,1,1,0,0
widad,Widad,وداد,وداد,Female,Female,Female,Female,Widad is a girl name in Islam. Love — top Moroccan girls name.,Arabic,4,Waw · Dal · Alif · Dal,Love — top Moroccan girls name,,,0,1,1,0,1,1139,0,0,,1,1,1,1,0,1,1,0,0
widyan,Widyan,ودعان,ودعان,Female,Female,Female,Female,"Widyan is a girl name in Islam. Shells, dried river beds — Gulf girls name.",Arabic,5,Waw · Dal · Ain · Alif · Nun,"Shells, dried river beds — Gulf girls name",,,0,1,1,0,1,1113,0,1,,1,1,1,1,0,1,1,0,0
wilaya,Wilaya,ولاية,ولایہ,Female,Female,Female,Female,"Wilaya is a girl name in Islam. Guardianship, divine friendship — from root w-l-y (waliya — .",Arabic,5,Waw · Lam · Alif · Ya · Ta,"Guardianship, divine friendship — from root w-l-y (waliya —",,,0,1,1,0,1,1065,0,2,,1,1,1,1,0,1,1,0,0
wisal,Wisal,وصال,وصال,Female,Female,Female,Female,Wisal is a girl name in Islam. Union — second max coverage.,Arabic,4,Waw · Sad · Alif · Lam,Union — second max coverage,,,0,1,1,0,1,1107,0,0,,1,1,1,1,0,1,1,0,0
wisam,Wisam,وسام,وسام,Male,Male,Male,Male,Wisam is a boy name in Islam. Badge of honour — boys form final.,Arabic,4,Waw · Sin · Alif · Meem,Badge of honour — boys form final,,,0,1,1,0,1,1280,3,0,,1,1,1,1,0,1,1,0,0
wissale,Wissale,وصال,وصال,Female,Female,Female,Female,Wissale is a girl name in Islam. Union.,Arabic,4,Waw · Sad · Alif · Lam,Union.,,,0,1,1,0,1,1111,0,1,,1,1,1,1,0,1,1,0,0
xara,Xara,زارۃ,زارۃ,Female,Female,Female,Female,Xara is a girl name in Islam. Flower princess — fixes X dead zone.,Arabic,4,Zayn · Alif · Ra · Ha,Flower princess — fixes X dead zone,,,0,1,1,0,1,1097,0,0,,1,1,1,1,0,1,1,0,0
xavier,Xavier,زاوير,زاویر,Male,Male,Male,Male,Xavier is a boy name in Islam. New house — Western Muslim convert name.,Arabic,5,Zayn · Alif · Waw · Ya · Ra,New house — Western Muslim convert name,,,0,1,1,0,1,1134,0,0,,1,1,1,1,0,1,1,0,0
xena,Xena,زينا,زینا,Female,Female,Female,Female,Xena is a girl name in Islam. Stranger/hospitable — global convert name.,Arabic,4,Zayn · Ya · Nun · Alif,Stranger/hospitable — global convert name,,,0,1,1,0,1,1067,1,2,,1,1,1,1,0,1,1,0,0
ximena,Ximena,ساميا,سامیا,Female,Female,Female,Female,Ximena is a girl name in Islam. Heard — Spanish Muslim convert.,Hebrew → Arabic,5,Sin · Alif · Meem · Ya · Alif,Heard — Spanish Muslim convert,,,0,1,1,0,1,1063,0,0,,1,1,1,1,0,1,1,0,0
xochitl,Xochitl,فلور,خوچتل,Female,Female,Female,Female,Xochitl is a girl name in Islam. Flower — Mexican Muslim convert.,Arabic,4,Fa · Lam · Waw · Ra,Flower — Mexican Muslim convert,,,0,1,1,0,1,1067,0,0,,1,1,1,1,0,1,1,0,0
yacoub,Yacoub,يَعْقُوب,یعقوب,Male,Male,Male,Male,Yacoub is a boy name in Islam. Yaqub — West African and French North African spelling.,Arabic,5,Ya · Ain · Qaf · Waw · Ba,Yaqub — West African and French North African spelling,,,0,1,1,0,1,1192,0,0,,1,1,1,1,0,1,1,0,0
yahya,Yahya,يَحْيَى,یحییٰ,Male,Male,Male,Male,"Yahya is a boy name in Islam. John the Baptist — named directly by Allah, given wisdom in childhood.",Arabic,4,Ya · Ha · Ya · Ya,He lives; the prophet John (the Baptist).,"ح-ي-ي — From ḥ-y-y, to live; meaning 'he shall live' — divinely promised life.","Ya reaching, Ḥa breath, Ya again, Alif origin.",0,0,0,2,0,837,4,0,,1,1,1,1,0,0,0,2,2
yakubu,Yakubu,يَعْقُوب,یعقوب,Male,Male,Male,Male,Yakubu is a boy name in Islam. Jacob.,Arabic,5,Ya · Ain · Qaf · Waw · Ba,Jacob.,,,0,1,1,0,1,670,2,0,,1,1,1,1,0,1,1,0,0
yalina,Yalina,يالينا,یالینہ,Female,Female,Female,Female,"Yalina is a girl name in Islam. Soft, gentle, blooming — the tender one who blossoms with grace.",Arabic,6,Ya · Alif · Lam · Ya · Nun · Alif,"Soft, gentle, blooming — the tender one who blossoms with grace",,,0,1,1,0,1,773,0,0,,1,1,1,1,0,1,1,0,0
yaman,Yaman,يمن,یمن,Male,Male,Male,Male,"Yaman is a boy name in Islam. Yemen, blessing — the Prophet said: faith is Yemeni and wisdom is Yemeni.",Arabic,3,Ya · Meem · Nun,"Yemen, blessing — the Prophet said: faith is Yemeni and wisdom is Yemeni",,,0,1,1,0,1,788,0,0,,1,1,1,1,0,1,1,0,0
yaqeen,Yaqeen,يَقِين,یقین,Male,Male,Male,Male,Yaqeen is a boy name in Islam. Yaqeen — Certainty — Quranic boys name. This name carries deep roots in Islamic .,Arabic,4,Ya · Qaf · Ya · Nun,Yaqeen — Certainty — Quranic boys name,,,0,1,1,0,1,1062,0,0,,1,1,1,1,0,1,1,0,0
yaqoob,Yaqoob,يَعْقُوب,یعقوب,Male,Male,Male,Male,Yaqoob is a boy name in Islam. Jacob.,Arabic,5,Ya · Ain · Qaf · Waw · Ba,Jacob.,,,0,1,1,0,1,921,7,0,,1,1,1,1,0,1,1,0,0
yaqub,Yaqub,يَعْقُوب,یعقوب,Male,Male,Male,Male,Yaqub is a boy name in Islam. Jacob.,Arabic,5,Ya · Ain · Qaf · Waw · Ba,The prophet Jacob.,non-Arabic origin — From Hebrew Yaʿaqov; the Quran preserves the name as Yaʿqūb.,,0,0,1,2,0,1185,1,0,,1,1,1,1,0,1,1,2,2
yara,Yara,يارا,یارا,Female,Female,Female,Female,Yara is a girl name in Islam. Small butterfly — top Arab/Turkish girls name.,Persian,4,Ya · Alif · Ra · Alif,"Small butterfly, the precious one — modern Arab girls' name",,,0,1,1,0,1,1209,0,0,,1,1,1,1,0,1,1,0,0
yasaman,Yasaman,یاسمن,یاسمن,Female,Female,Female,Female,Yasaman is a girl name in Islam. Jasmine.,Arabic,5,Ya · Alif · Sin · Meem · Nun,Jasmine.,,,0,1,1,0,1,1087,0,1,,1,1,1,1,0,1,1,0,0
yaseen,Yaseen,يس,یاسین,Male,Male,Male,Male,Yaseen is a boy name in Islam. Ya-Sin.,Arabic,2,Ya · Sin,Ya-Sin.,,,0,1,1,0,1,1224,2,0,,1,1,1,1,0,1,1,0,0
yasin,Yasin,يس,یس,Male,Male,Male,Male,"Yasin is a boy name in Islam. Ya Sin — the heart of the Quran, Surah 36, recited for the dying.",Arabic,2,Ya · Sin,"Ya Sin — the heart of the Quran, Surah 36, recited for the dying",,,0,1,1,0,1,809,1,0,,1,1,1,1,0,1,1,0,0
yasir,Yasir,يَاسِر,یاسر,Male,Male,Male,Male,"Yasir is a boy name in Islam. Ease, the one who makes things easy — Companion.",Arabic,4,Ya · Alif · Sin · Ra,"Ease, the one who makes things easy — Companion",,,0,1,1,1,0,1213,2,0,,1,1,1,1,0,1,1,1,1
yasmeen,Yasmeen,يَاسْمِين,یاسمین,Female,Female,Female,Female,Yasmeen is a girl name in Islam. Jasmine — Pakistani dominant spelling.,Arabic,6,Ya · Alif · Sin · Meem · Ya · Nun,Variant spelling of Yasmin — jasmine.,non-Arabic origin — Persian loanword.,,0,0,1,0,1,1281,0,1,,1,1,1,1,0,1,1,0,0
yasmin,Yasmin,يَاسْمِين,یاسمین,Female,Female,Female,Female,Yasmin is a girl name in Islam. Jasmine — Gulf/Pakistani standard spelling.,Arabic,6,Ya · Alif · Sin · Meem · Ya · Nun,Jasmine — the flower.,non-Arabic origin — From Persian yāsamīn — jasmine; loanword now naturalized in…,,0,0,1,1,0,1175,0,0,,1,1,1,1,0,1,1,1,1
yasmina,Yasmina,ياسمينة,یاسمینہ,Female,Female,Female,Female,Yasmina is a girl name in Islam. Jasmine — French/North African girls form.,Arabic,7,Ya · Alif · Sin · Meem · Ya · Nun · Ta,Jasmine — French/North African girls form,,,0,1,1,0,1,1114,0,2,,1,1,1,1,0,1,1,0,0
yasmine,Yasmine,يَاسْمِين,یاسمین,Female,Female,Female,Female,Yasmine is a girl name in Islam. Jasmine — French and Arab world dominant spelling.,Arabic,6,Ya · Alif · Sin · Meem · Ya · Nun,Jasmine — French and Arab world dominant spelling,,,0,1,1,0,1,1207,0,2,,1,1,1,1,0,1,1,0,0
yasser,Yasser,ياسر,یاسر,Male,Male,Male,Male,Yasser is a boy name in Islam. Yasser — Easy — English-language Yasir. This name carries deep roots in Islamic .,Arabic,4,Ya · Alif · Sin · Ra,Yasser — Easy — English-language Yasir,,,0,1,1,1,0,1108,0,1,,1,1,1,1,0,1,1,1,1
